,file_scraped,Corresponding_URL
123,thehindu_jan_1_file_124.json,https://www.thehindu.com/news/national/karnataka/arogya-karnataka-vision-group-to-submit-report-in-six-months/article33474740.ece
124,thehindu_jan_1_file_125.json,https://www.thehindu.com/news/national/karnataka/covid-19-dry-run-health-centres-identified/article33474309.ece
125,thehindu_jan_1_file_126.json,https://www.thehindu.com/news/national/karnataka/bank-ordered-to-pay-3-lakh-compensation-for-failure-to-return-property-documents/article33473912.ece
126,thehindu_jan_1_file_127.json,https://www.thehindu.com/news/national/karnataka/mysuru-division-to-run-additional-train-services-from-jan-4/article33473848.ece
127,thehindu_jan_1_file_128.json,https://www.thehindu.com/news/national/karnataka/students-thrilled-but-maintain-social-distance/article33473841.ece
128,thehindu_jan_1_file_129.json,https://www.thehindu.com/news/national/karnataka/enthusiastic-response-to-reopening-of-classes-in-mysuru/article33473640.ece
129,thehindu_jan_1_file_130.json,https://www.thehindu.com/news/national/karnataka/traditional-fishermen-demand-halt-to-sand-extraction-from-rivers-in-crz/article33472316.ece
130,thehindu_jan_1_file_131.json,https://www.thehindu.com/news/national/karnataka/flag-of-north-karnataka-hoisted/article33472263.ece
131,thehindu_jan_1_file_132.json,https://www.thehindu.com/news/national/karnataka/schools-reopen-after-nine-and-half-months-in-karnataka/article33470243.ece
132,thehindu_jan_1_file_133.json,https://www.thehindu.com/news/national/karnataka/after-over-nine-months-schools-and-pu-colleges-set-to-reopen-on-friday/article33467023.ece
133,thehindu_jan_1_file_134.json,https://www.thehindu.com/news/national/karnataka/covid-19-vaccination-dry-run-in-five-districts-of-karnataka-on-january-2/article33466989.ece
134,thehindu_jan_1_file_135.json,https://www.thehindu.com/news/national/karnataka/all-set-for-reopening-of-schools-and-colleges-today/article33466899.ece
135,thehindu_jan_1_file_136.json,https://www.thehindu.com/news/national/karnataka/dharwad-gets-9473-crore-potential-linked-credit-plan/article33466887.ece
136,thehindu_jan_1_file_137.json,https://www.thehindu.com/news/national/karnataka/1835-elected-to-119-gram-panchayats-in-yadgir-dist/article33466878.ece
137,thehindu_jan_1_file_138.json,https://www.thehindu.com/news/national/karnataka/2881-members-elected-to-172-gps-in-raichur-district/article33466868.ece
138,thehindu_jan_1_file_139.json,https://www.thehindu.com/news/national/karnataka/two-win-it-for-the-fifth-time-in-a-row/article33466865.ece
139,thehindu_jan_1_file_140.json,https://www.thehindu.com/news/national/karnataka/decoding-2021-experts-view-on-the-road-ahead/article33466822.ece
140,thehindu_jan_1_file_141.json,https://www.thehindu.com/news/national/karnataka/five-tippers-seized-in-udupi/article33466818.ece
141,thehindu_jan_1_file_142.json,https://www.thehindu.com/news/national/karnataka/candidate-who-signed-his-nomination-papers-sitting-in-jail-loses/article33466786.ece
142,thehindu_jan_1_file_143.json,https://www.thehindu.com/news/national/karnataka/scdcc-bank-to-launch-loan-campaign/article33466779.ece
143,thehindu_jan_1_file_144.json,https://www.thehindu.com/news/national/karnataka/vision-group-on-health-medical-education-set-up/article33466713.ece
144,thehindu_jan_1_file_145.json,https://www.thehindu.com/news/national/karnataka/counting-of-votes-completed-for-all-gram-panchayats-in-karnataka/article33466629.ece
145,thehindu_jan_1_file_146.json,https://www.thehindu.com/news/national/kerala/getting-a-good-grasp-of-zoonoses/article33475686.ece
146,thehindu_jan_1_file_147.json,https://www.thehindu.com/news/national/kerala/govt-casts-a-wide-welfare-net-on-poll-year/article33475641.ece
147,thehindu_jan_1_file_148.json,https://www.thehindu.com/news/national/kerala/kerala-registers-8-growth-in-gst-revenue-in-december-2020/article33475611.ece
148,thehindu_jan_1_file_149.json,https://www.thehindu.com/news/national/kerala/irctc-website-upgraded/article33475602.ece
149,thehindu_jan_1_file_150.json,https://www.thehindu.com/news/national/kerala/drugs-seized-from-new-year-eve-party-seven-held/article33475592.ece
150,thehindu_jan_1_file_151.json,https://www.thehindu.com/news/national/kerala/rave-party-crime-branch-takes-over-probe/article33475574.ece
151,thehindu_jan_1_file_152.json,https://www.thehindu.com/news/national/kerala/covid-cells-to-prepare-school-specific-plans/article33475545.ece
152,thehindu_jan_1_file_153.json,https://www.thehindu.com/news/national/kerala/plea-against-medical-boards-rejected/article33475529.ece
153,thehindu_jan_1_file_154.json,https://www.thehindu.com/news/national/kerala/dry-run-for-vaccine/article33475332.ece
154,thehindu_jan_1_file_155.json,https://www.thehindu.com/news/national/kerala/jacobite-faction-launches-stir/article33475168.ece
